Location in Stile,Type of video,Location of video
Stile Science/Fungi/5. 🔎 Investigation: Role of preservatives,Upload,https://stileapp.com/uploads/au/f15f785c05e91433297c3cb7cf852e92e7f0d15cea7f4c36768899bca84ae451/ESCENA2_10.mp4?response-content-disposition=attachment;%20filename=%22ESCENA2_10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=c8tB1MKRB3cruNHS%2BDZQwHhii3E%3D
Stile Science/Fungi/6. Killer fungi,YouTube,https://youtube.com/watch?v=fFAXB48TNyE
Stile Science/Fungi/6. Killer fungi,YouTube,https://youtube.com/watch?v=cB2j5lVG_Bg
Stile Science/Fungi/6. Killer fungi,YouTube,https://youtube.com/watch?v=tcxkxjlTMx8
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,Upload,https://stileapp.com/uploads/au/f7bdb89eb2115d2ea19f130428a38de890be2a098c35f60bb9b7e822f4ca9437/E3_01.mp4?response-content-disposition=attachment;%20filename=%22E3_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=DI5pNH7Z9baeTSFPGTH5NQy2%2BFw%3D
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,YouTube,https://youtube.com/watch?v=hIy0ZlyPPDg
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,Upload,https://stileapp.com/uploads/au/T20170807-af023c6b174351e02a8e46f58fce95cb5bd71bf8073bc428d56f3a/E3_02.mp4?response-content-disposition=attachment;%20filename=%22E3_02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=rH0kG8zMJBZFGxTVTEokSmN4%2FnA%3D
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,YouTube,https://youtube.com/watch?v=tC-J27EF800
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,YouTube,https://youtube.com/watch?v=OjA36WMaGq4
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,YouTube,https://youtube.com/watch?v=W_9uiMFwjKM
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,YouTube,https://youtube.com/watch?v=ZpnyPXloF2U
Stile Science/Adaptations/1. Chameleon Kevin causes mischief,YouTube,https://youtube.com/watch?v=n-n-4t3hWO0
Stile Science/Adaptations/2. Adaptations,YouTube,https://youtube.com/watch?v=oBx7eDBNRM8
Stile Science/Adaptations/2. Adaptations,YouTube,https://youtube.com/watch?v=aZuxerppygM
Stile Science/Adaptations/2. Adaptations,YouTube,https://youtube.com/watch?v=z3oh73amxQo
Stile Science/Adaptations/2. Adaptations,YouTube,https://youtube.com/watch?v=JiSuK_Dvdtg
Stile Science/Adaptations/2. Adaptations,YouTube,https://youtube.com/watch?v=SWtDeeXtMZM
Stile Science/Adaptations/2. The peppered moth,YouTube,https://youtube.com/watch?v=zkXvJlfVrTU
Stile Science/Adaptations/2. The peppered moth,YouTube,https://youtube.com/watch?v=_ohz-nANry4
Stile Science/Adaptations/3. Desert,Upload,https://stileapp.com/uploads/au/9c318154e5a72f3fc8db9637d0921c5283f86ceecf63b0ae3e37436f2a29d624/E3_03.mp4?response-content-disposition=attachment;%20filename=%22E3_03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=LaU6n%2BEJ0ezo6kVEwlMoH4J1Mf0%3D
Stile Science/Adaptations/3. Desert,YouTube,https://youtube.com/watch?v=YX8VQIJVpTg
Stile Science/Adaptations/3. 🔍 Investigation: Keeping cool,YouTube,https://youtube.com/watch?v=NbtVpqYKJWM
Stile Science/Adaptations/3. Tundra,Upload,https://stileapp.com/uploads/au/c30acb9d3e2dc9e9d07973e8fe63bea0ca1a191761a206b6cf994f849ed95951/E3_04.mp4?response-content-disposition=attachment;%20filename=%22E3_04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=dmDOxnklTlbqCsLg%2Fygs4egM%2BdI%3D
Stile Science/Adaptations/3. 🤚 Hands-on science: Keeping warm,YouTube,https://youtube.com/watch?v=TwfKCX_8fbA
Stile Science/Adaptations/3. 🔍 Investigation: Huddling for warmth,YouTube,https://youtube.com/watch?v=OL7O5O7U4Gs
Stile Science/Adaptations/3. 🔍 Investigation: Huddling for warmth,YouTube,https://youtube.com/watch?v=Tcx6YyXvvRI
Stile Science/Adaptations/3. 🔍 Investigation: Feathers or fur?,YouTube,https://youtube.com/watch?v=0N7FGPeykfE
Stile Science/Adaptations/3. Migration and hibernation,YouTube,https://youtube.com/watch?v=_zudxPk8WuQ
Stile Science/Adaptations/3. Migration and hibernation,YouTube,https://youtube.com/watch?v=1TuqLLeaLyU
Stile Science/Adaptations/3. Migration and hibernation,Upload,https://stileapp.com/uploads/au/3f05de83976d60e7427a3aa5225b4b46b56a696bd5cb84e37e259dfb14c4c7d2/Double_Helix_Lessons_Career_Profile_-_CSIRO_scientist_Dr_Richard_Pillens.mov?response-content-disposition=attachment;%20filename=%22Double_Helix_Lessons_Career_Profile_-_CSIRO_scientist_Dr_Richard_Pillens.mov%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=%2FPMNIY933r%2BAHmlxWOSFQz7HyyA%3D
Stile Science/Adaptations/3. Forest,Upload,https://stileapp.com/uploads/au/aa4316201923e5fd7e7d195b7ed980add619f2e8d935f9137dc7478f3f4e7395/E3_05.mp4?response-content-disposition=attachment;%20filename=%22E3_05.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626757200&Signature=cFid2FZnlKJOaTv6%2Ftfyd%2B1fhh8%3D
Stile Science/Adaptations/3. Forest,YouTube,https://youtube.com/watch?v=aladpRIVdRI
Stile Science/Adaptations/4. Human impact on the environment,Upload,https://stileapp.com/uploads/au/18c2141391c029f71e20334ec21f48093bfa2308b1374cb3613cc23b9be58e0f/E3_06.mp4?response-content-disposition=attachment;%20filename=%22E3_06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=euIRIOdAxm3DiVY4oWfeiqQJ%2FTo%3D
Stile Science/Adaptations/4. Human impact on the environment,BTN,""
Stile Science/Adaptations/4. Human impact on the environment,YouTube,https://youtube.com/watch?v=0mLAcg8HfJA
Stile Science/Adaptations/4. Grassland,Upload,https://stileapp.com/uploads/au/T20170807-55910a4c74ac5a9f4c0a1cd0d9523d018b8111ffe43dade1055479/E3_07.mp4?response-content-disposition=attachment;%20filename=%22E3_07.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=7Mx2MxpDQ8WQLvpYwqsbBX%2B0Imo%3D
Stile Science/Adaptations/4. Grassland,YouTube,https://youtube.com/watch?v=8q3rrTp_smg
Stile Science/Adaptations/4. Invasive species,Upload,https://stileapp.com/uploads/au/a8cc1b9cbffd1f66c20e10cc76623a4a7590f2eb6edb1e4d241948cef5fabe05/E3_08.mp4?response-content-disposition=attachment;%20filename=%22E3_08.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=d5UGbCtyyO%2Ba8vbP0sUEXfBr%2B%2F8%3D
Stile Science/Adaptations/4. Invasive species,YouTube,https://youtube.com/watch?v=XFJ_-G2ecLY
Stile Science/Adaptations/4. Aquatic,Upload,https://stileapp.com/uploads/au/381ebb35ceefce5b12aa9b7ca7cb9d242d75117269dc7d9a071e1c4f52dca525/E3_09_1.mp4?response-content-disposition=attachment;%20filename=%22E3_09_1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=n8qidWI7JL3jHb8xVJSnXA6jYB0%3D
Stile Science/Adaptations/4. Climate change,Upload,https://stileapp.com/uploads/au/8dea9e06992042eb54bcfca836e844c9ebafc410b434327c3b6ddab4c37e0038/E3_09_2.mp4?response-content-disposition=attachment;%20filename=%22E3_09_2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626746400&Signature=zpjHtsWsqnovom4F9XGoPIME5dw%3D
Stile Science/Adaptations/4. Climate change,YouTube,https://youtube.com/watch?v=SzcGTd8qWTg
Stile Science/Adaptations/4. Climate change,YouTube,https://youtube.com/watch?v=ZE4yatD3CXA
Stile Science/Adaptations/5. Project: A happy ending...?,Upload,https://stileapp.com/uploads/au/e24010bee9fba2c4ac3062bf317ecafacb35e7ddf55b1110dba0c15b032c23c9/E3_10.mp4?response-content-disposition=attachment;%20filename=%22E3_10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=Ht5jTiNNBiSIcebW8feXRBtl0sc%3D
Stile Science/Adaptations/6. 🛠 Engineering challenge – Biomimicry,YouTube,https://youtube.com/watch?v=HPXYMBWjIks
Stile Science/Adaptations/7. Just for fun,YouTube,https://youtube.com/watch?v=y9mr02mE5XE
Stile Science/Feeding the future/1. Sprouting trouble,Upload,https://stileapp.com/uploads/au/T20161017-e42ebc447b472e2a0c42b9f05aeded839c61bbd7ce3493ad7696d3/E4_01.mp4?response-content-disposition=attachment;%20filename=%22E4_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=EZ5h071HnxK7orlkPKSrBTW7Z9w%3D
Stile Science/Feeding the future/1. Sprouting trouble,Upload,https://stileapp.com/uploads/au/T20200403-f97f380884993597796f744f2a791088b0c2c433f61621af87dcfa/ABC_EDUCATION_86196.mp4?response-content-disposition=attachment;%20filename=%22ABC_EDUCATION_86196.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=IG2%2Fb7O%2BvMBDjnnV5bMWKPfm4ZM%3D
Stile Science/Feeding the future/1. Branching out for help,Upload,https://stileapp.com/uploads/au/T20161017-dd60d64b3e4a0637c91ccd92afbdf34d886ad400d94a10b2bd691f/E4_02.mp4?response-content-disposition=attachment;%20filename=%22E4_02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=aP5fMjRS5WPiiE0H5yEMmdnTzbI%3D
Stile Science/Feeding the future/1. Branching out for help,YouTube,https://youtube.com/watch?v=dEQ37Ouo0o8
Stile Science/Feeding the future/1. Branching out for help,BTN,""
Stile Science/Feeding the future/2. 🖐 Hands-on science: Getting the dirt on...dirt,YouTube,https://youtube.com/watch?v=if29mjcd5bc
Stile Science/Feeding the future/2. 🖐 Hands-on science: Getting the dirt on...dirt,YouTube,https://youtube.com/watch?v=dsfJRwZXaVk
Stile Science/Feeding the future/2. 🖐 Hands-on science: Getting the dirt on...dirt,YouTube,https://youtube.com/watch?v=IOyaBxj767s
Stile Science/Feeding the future/2. 🔎 Investigation: Effect of fertiliser on plant growth,Upload,https://stileapp.com/uploads/au/T20161017-bfa7ac869e0a7c8d8848b4d4e9087c5bd790d17185760b33f391c0/E4_03.mp4?response-content-disposition=attachment;%20filename=%22E4_03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=GEHXHehdesQfmFVE7q7ASLmJlcA%3D
Stile Science/Feeding the future/2. Paddock to plate,Upload,https://stileapp.com/uploads/au/T20161017-a26abb57179f23243b39850f5f8fe81b86d196cc156a2c7771328a/E4_04.mp4?response-content-disposition=attachment;%20filename=%22E4_04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=nSGMteaWyD%2Bh1Vp%2Fhgt3jsLafPw%3D
Stile Science/Feeding the future/2. Paddock to plate,Upload,https://stileapp.com/uploads/au/T20190830-792748e28056255768bfca7ca486efe21d779b259be123519799a8/BTN_Daily_Bread.mp4?response-content-disposition=attachment;%20filename=%22BTN_Daily_Bread.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=vI9gxJ3a%2BYphp7TTmr7kC7p4Ew4%3D
Stile Science/Feeding the future/3. 🔎 Investigation: Effect of salinity on plant growth,Upload,https://stileapp.com/uploads/au/T20161017-ff0df3d5a36c8dbc27dc8ef8da5411ca0a5cec7c0c9a6ed777d7e0/E4_05.mp4?response-content-disposition=attachment;%20filename=%22E4_05.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=F3AGiYG9HiX1nqcPzJjacLI7sb4%3D
Stile Science/Feeding the future/3. 🔎 Investigation: Effect of salinity on plant growth,YouTube,https://youtube.com/watch?v=P4pX5W_WwU4
Stile Science/Feeding the future/4. The future of farming,Upload,https://stileapp.com/uploads/au/T20161017-6aa218d3d8e2ecea697689e9cd57cbac65c2310a1c8a6ec8c4708a/E4_06.mp4?response-content-disposition=attachment;%20filename=%22E4_06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=epVAFjwZQktnxmx3R4sPH17TG5Q%3D
Stile Science/Feeding the future/4. The future of farming,Upload,https://stileapp.com/uploads/au/T20161017-4c093d34ed64beed304dee4ddbb75b25957769d6fb0ddbef4fd8b9/E4_07.mp4?response-content-disposition=attachment;%20filename=%22E4_07.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=3%2BPHQVVA2rQdBlHwlNYL3u8%2Fxy0%3D
Stile Science/Feeding the future/5. Saving Farmer Dan's crop,Upload,https://stileapp.com/uploads/au/T20161017-c5dcc5655b5f9c03364bb6ebeec320ae6739a0f46d099ccb282ba4/E4_08.mp4?response-content-disposition=attachment;%20filename=%22E4_08.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=dHZIcTLQ68nfhd5BMO0XUv7xfiw%3D
Stile Science/Feeding the future/6. 🛠Engineering challenge: World agricultural challenges,YouTube,https://youtube.com/watch?v=_JatsIs73RA
Stile Science/States of Matter/1. The U.F.O.,Upload,https://stileapp.com/uploads/au/T20170315-8e2de3ed119a3490545238922fcb8930aed48f92140a7cb68448c1/E07_01.mp4?response-content-disposition=attachment;%20filename=%22E07_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=rPj0bivGkRT%2FBS3AiTO9HhaznnQ%3D
"Stile Science/States of Matter/2. The usual suspects – Solids, liquids and gases",YouTube,https://youtube.com/watch?v=ELchwUIlWa8
"Stile Science/States of Matter/2. The usual suspects – Solids, liquids and gases",Upload,https://stileapp.com/uploads/au/T20170315-f50d5998e23b598376a0d645848379ccfae64448b8a8457ecc7890/E07_02.mp4?response-content-disposition=attachment;%20filename=%22E07_02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=8fM1jDmdeHdrlF936OzelcpU2xM%3D
"Stile Science/States of Matter/2. The usual suspects – Solids, liquids and gases",YouTube,https://youtube.com/watch?v=ZZYnERZe3Cg
Stile Science/States of Matter/3. Particles,YouTube,https://youtube.com/watch?v=npv74D2MO6Q
Stile Science/States of Matter/3. Oobleck,YouTube,https://youtube.com/watch?v=Fnd-2jetT1w
Stile Science/States of Matter/3. Oobleck,YouTube,https://youtube.com/watch?v=LG-eniYGMv0
Stile Science/States of Matter/3. Oobleck,Upload,https://stileapp.com/uploads/au/T20170315-780b44dac11becdc5313dd1628f397df04d3043ab8dfd2021e423c/E07_03.mp4?response-content-disposition=attachment;%20filename=%22E07_03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626764400&Signature=9VXuGZuQnmF2PCaWQdmRkT%2FI%2BiM%3D
Stile Science/States of Matter/3. Changes in state: Heating and cooling,Upload,https://stileapp.com/uploads/au/T20170315-d7db88d719ee594f2fd25870dc08aa71e6b1a00c420dec989bdd84/E07_04.mp4?response-content-disposition=attachment;%20filename=%22E07_04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=iHzP4oBOQlAovKB1647NvkvTUSs%3D
Stile Science/States of Matter/3. Changes in state: Heating and cooling,YouTube,https://youtube.com/watch?v=npv74D2MO6Q
Stile Science/States of Matter/3. Changes in state: Heating and cooling,Upload,https://stileapp.com/uploads/au/T20170315-118561aaeb8a748236bc77921f58fd3947a07a7ecf406ca0dcd0d6/E07_05.mp4?response-content-disposition=attachment;%20filename=%22E07_05.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=icJqJyUakMiixiqny9ZrumMdzwY%3D
Stile Science/States of Matter/3. Changes in state: Heating and cooling,Upload,https://stileapp.com/uploads/au/T20170315-e0ce4da52459b441a0298d0d580ed2e22ab98be75319958dbb7c30/E07_06.mp4?response-content-disposition=attachment;%20filename=%22E07_06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=0F53IlqHxHcAw7%2Bb3ErbTjYTmBI%3D
Stile Science/States of Matter/3. 🔎 Investigation: Evaporation,Upload,https://stileapp.com/uploads/au/T20170315-a773564013ee002efc3be45870c2048ed5e837d8a7d8c003be27d5/E07_07.mp4?response-content-disposition=attachment;%20filename=%22E07_07.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626760800&Signature=D7vt%2FARtL%2BttdE0rLag8U0kEYGI%3D
Stile Science/States of Matter/4. The Water Cycle,Upload,https://stileapp.com/uploads/au/T20170315-4a360f81e70ae271b7217437d1a1d14e2955d326f2738917d7b1a7/E07_08.mp4?response-content-disposition=attachment;%20filename=%22E07_08.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=DTFk2j4RJNcQhTFEu04fXtfy4tQ%3D
Stile Science/States of Matter/4. The Water Cycle,YouTube,https://youtube.com/watch?v=tuE1LePDZ4Y
Stile Science/States of Matter/4. The Water Cycle,YouTube,https://youtube.com/watch?v=8Ez9vQV154U
Stile Science/States of Matter/4. The Water Cycle,Upload,https://stileapp.com/uploads/au/T20170315-db0936e0bf73a069ee9ed8ee2bad09759b04b76a38fc1bd54ece0b/E07_09.mp4?response-content-disposition=attachment;%20filename=%22E07_09.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=tMeL2HMtXvp%2B0VVUyC%2FQAOt%2FhoQ%3D
Stile Science/States of Matter/5. Case closed,Upload,https://stileapp.com/uploads/au/T20170315-bf6a0950512a7ffca2d49256b1c39e649834bcf815d61bdc73b7cb/E07_10.mp4?response-content-disposition=attachment;%20filename=%22E07_10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=7uF5rOs7a4ehb78pYJabkzScsJU%3D
Stile Science/States of Matter/6. 🔎 Engineering challenge: Planet Oobleck,YouTube,https://youtube.com/watch?v=owHF9iLyxic
Stile Science/States of Matter/6. 🔎 Engineering challenge: Planet Oobleck,YouTube,https://youtube.com/watch?v=OyTEfLaRn98
Stile Science/States of Matter/6. 🔎 Engineering challenge: Planet Oobleck,YouTube,https://youtube.com/watch?v=13qeX98tAS8
Stile Science/States of Matter/7. Just For Fun,YouTube,https://youtube.com/watch?v=FlN932ZE8BE
Stile Science/States of Matter/7. Just For Fun,YouTube,https://youtube.com/watch?v=RUMX_b_m3Js
Stile Science/Reversible and Irreversible Change/1. ChemMaster,Upload,https://stileapp.com/uploads/au/T20170113-14f80df33869cc9cdd2b7ca95e52224cfa15ac6e86071d30db8b4e/E06_01.mp4?response-content-disposition=attachment;%20filename=%22E06_01.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626818400&Signature=JbQLQbNsl9e54S5RKEswDzY6WKg%3D
Stile Science/Reversible and Irreversible Change/1. ChemMaster,YouTube,https://youtube.com/watch?v=wyRy8kowyM8
Stile Science/Reversible and Irreversible Change/1. ChemMaster,Upload,https://stileapp.com/uploads/au/T20170113-66901b7be6eff171cd086f050a1537615ee8b40584c48c1d9df080/E06_02.mp4?response-content-disposition=attachment;%20filename=%22E06_02.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626818400&Signature=WcoqlIZ69%2BFU4eWyYVZJZqt75LE%3D
Stile Science/Reversible and Irreversible Change/1. ChemMaster,Upload,https://stileapp.com/uploads/au/T20170117-87d863e6680459dc719cc07789cf65cf3d6ffee5e72027b8983b42/E06_03.mp4?response-content-disposition=attachment;%20filename=%22E06_03.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626818400&Signature=nzdgRK80RovVVJNPK8viqFEfLCU%3D
Stile Science/Reversible and Irreversible Change/2. Types of change,Upload,https://stileapp.com/uploads/au/T20170113-b89a90bd3659780aa94c7518a1a923d3f86c227c66d4706740ec25/E06_04.mp4?response-content-disposition=attachment;%20filename=%22E06_04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=NL%2FkgaCDjsKTcZu2exMi88GyYB4%3D
Stile Science/Reversible and Irreversible Change/2. 🖐 Hands-on science: Reversible or irreversible?,Upload,https://stileapp.com/uploads/au/T20170113-126d8cd6ee9c35d252ebaa0551a0cc57ba0d209fd0b22aa857076c/E06_06.mp4?response-content-disposition=attachment;%20filename=%22E06_06.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=ypRaymwHoIPr0MM4lvP6u8clI74%3D
Stile Science/Reversible and Irreversible Change/2. 🖐 Hands-on science: Reversible or irreversible?,Upload,https://stileapp.com/uploads/au/T20170113-4d5a812ed0e76294d6d5687d9e7a376c483a2970fa1275aead6926/E06_07a.mp4?response-content-disposition=attachment;%20filename=%22E06_07a.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=ZO5pPcmYls2tw64hvVB9M6cBsKc%3D
Stile Science/Reversible and Irreversible Change/2. 🖐 Hands-on science: Reversible or irreversible?,Upload,https://stileapp.com/uploads/au/T20170113-6b4531946798a7ee3a34bfc722feb2af473588f86594ff48fc08e1/E06_07d.mp4?response-content-disposition=attachment;%20filename=%22E06_07d.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=tCb%2BiqgyenmybRh35QD6mdCdCJ4%3D
Stile Science/Reversible and Irreversible Change/2. 🖐 Hands-on science: Reversible or irreversible?,Upload,https://stileapp.com/uploads/au/T20170113-e1045ed7acc175b33ba6adffc6c316e38e181ad3778e15f695f872/E06_07e.mp4?response-content-disposition=attachment;%20filename=%22E06_07e.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=sx46P6wtVf58ZXYwcpnq1n3rZnM%3D
Stile Science/Reversible and Irreversible Change/2. 🖐 Hands-on science: Reversible or irreversible?,Upload,https://stileapp.com/uploads/au/T20170113-155d6a423949be31516ff00e63e18cdf509d56adbfecf338faaa84/E06_07f.mp4?response-content-disposition=attachment;%20filename=%22E06_07f.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=lIHlszbL0MnqrpaLPbfphJTDZbs%3D
Stile Science/Reversible and Irreversible Change/3. Changing matter: Heating and cooling,Upload,https://stileapp.com/uploads/au/T20170113-99e00fe7697af960caf6d05c6946fe582c9f0101009ec3397c2da5/E06_08.mp4?response-content-disposition=attachment;%20filename=%22E06_08.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=qULpZtxUXfxbir8oo7wy1Jq51dE%3D
Stile Science/Reversible and Irreversible Change/3. Changing matter: Heating and cooling,YouTube,https://youtube.com/watch?v=npv74D2MO6Q
Stile Science/Reversible and Irreversible Change/3. 🖐 Hands-on science: Condensation,Upload,https://stileapp.com/uploads/au/T20170113-bce54df61453fb6bf84efe0d78271ce1f4148cb543c96ed3a42439/E06_09.mp4?response-content-disposition=attachment;%20filename=%22E06_09.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=dkq5GgYf0Fq%2B1HeEARX1ZOw0mM8%3D
Stile Science/Reversible and Irreversible Change/3. 🔎 Investigation: Melting,Upload,https://stileapp.com/uploads/au/T20170113-45c05cf1dede5c07dc8166738231b86a9408a305afd9104bf071a4/E06_10.mp4?response-content-disposition=attachment;%20filename=%22E06_10.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=SqlIV1hEp2fhSONx7%2BCebtenvHg%3D
Stile Science/Reversible and Irreversible Change/3. 🔎 Investigation: Melting,Upload,https://stileapp.com/uploads/au/T20170117-833df823de693a7675dcdb9a99287006f0e815b29b82de8af47d02/E06_03_v2.mp4?response-content-disposition=attachment;%20filename=%22E06_03_v2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=hjSlCQ2Fg0PeKWoJwPLh%2FM6UGd4%3D
Stile Science/Reversible and Irreversible Change/3. 🖐 Hands-on science: Mixing,YouTube,https://youtube.com/watch?v=Vt7lN4QPU0k
Stile Science/Reversible and Irreversible Change/3. 🖐 Hands-on science: Mixing,Upload,https://stileapp.com/uploads/au/T20170113-316a13cd2bc933bc59d090f3cac8b7586bfab63f6aa6f0e1ca123d/E06_11.mp4?response-content-disposition=attachment;%20filename=%22E06_11.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=qB2MywOUKGtN6Qs4I%2FpfGEn6sqg%3D
Stile Science/Reversible and Irreversible Change/3. 🖐 Hands-on science: Mixing,Upload,https://stileapp.com/uploads/au/T20170117-833df823de693a7675dcdb9a99287006f0e815b29b82de8af47d02/E06_03_v2.mp4?response-content-disposition=attachment;%20filename=%22E06_03_v2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=hjSlCQ2Fg0PeKWoJwPLh%2FM6UGd4%3D
Stile Science/Reversible and Irreversible Change/3. 🖐 Hands-on science: Classifying changes,Upload,https://stileapp.com/uploads/au/T20170113-60b30e9efe0aca05c88528530e7c6a022d0fd5c45bbe949862dbda/E06_12.mp4?response-content-disposition=attachment;%20filename=%22E06_12.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626775200&Signature=5mejSD%2BdbSVL6OQUrHOCCIYaHKc%3D
Stile Science/Reversible and Irreversible Change/3. 🖐 Hands-on science: Classifying changes,YouTube,https://youtube.com/watch?v=37pir0ej_SE
Stile Science/Reversible and Irreversible Change/4. 🔎 Investigation: Exploding bags,YouTube,https://youtube.com/watch?v=GEMJiVGacaM
"Stile Science/Reversible and Irreversible Change/5. 🖐 Hands-on science: Ready, set, dough!",Upload,https://stileapp.com/uploads/au/T20170113-dabe549e34ea2e8b00a5299e0f6b3f850307babb1e845441b006d7/E06_13.mp4?response-content-disposition=attachment;%20filename=%22E06_13.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=e1etow54bT8y%2FoBltsYzkyXRx8Y%3D
"Stile Science/Reversible and Irreversible Change/5. 🖐 Hands-on science: Ready, set, dough!",Upload,https://stileapp.com/uploads/au/T20170113-54b5bbc74dc89330f5332f93bcd1b1420301c03642cbdcd5d391f3/E06_14.mp4?response-content-disposition=attachment;%20filename=%22E06_14.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=puJWNpusvPiUH1GDaJBSdpxwbFs%3D
